Transportadora;Email;Cidade;UF
FRETELOG;comercial@fretelogtransportes.com.br;PRESIDENTE-PRUDENTE;SP
FUTURA LOG;cotacao@futuralog.com.br;PRESIDENTE-PRUDENTE;SP
GRIDLOG;comercial.sp@gridlog.com.br;PRESIDENTE-PRUDENTE;SP
GUIEX;comercial@guiextransportes.com;PRESIDENTE-PRUDENTE;SP
HAPPENING;fabio@happening.com.br;PRESIDENTE-PRUDENTE;SP
HERVI;claudia@hervi.com.br;PRESIDENTE-PRUDENTE;SP
IDEAL Cargas SP;comercial5@idealcargas.com;PRESIDENTE-PRUDENTE;SP
IMPAKTO;comercial.sp@impaktotransportes.com.br;PRESIDENTE-PRUDENTE;SP
IMPÉRIO Logística;comercial@imperiologistica.com.br;PRESIDENTE-PRUDENTE;SP
J&C;transportesjc366@gmail.com;PRESIDENTE-PRUDENTE;SP
JAK LOG;expressojaklogcotacoes@hotmail.com;PRESIDENTE-PRUDENTE;SP
JM TRANSPORTES;jm.gerenciasp@jmtransporte.com.br;PRESIDENTE-PRUDENTE;SP
JT Transportes;walquiria@jttransportes.com.br;PRESIDENTE-PRUDENTE;SP
JULIA Transportes;cotacao@juliatransportes.com.br;PRESIDENTE-PRUDENTE;SP
LEADERSHIP FREIGHT;sao@lfgex.com;PRESIDENTE-PRUDENTE;SP
LEOFRAN;comercial.sp@leofran.com.br;PRESIDENTE-PRUDENTE;SP
LIMA Express;comercial1@lslimaexpress.com.br;PRESIDENTE-PRUDENTE;SP
LOGISTAR;comercial@logistarlog.com.br;PRESIDENTE-PRUDENTE;SP
LOGMED;contato@logmed.net;PRESIDENTE-PRUDENTE;SP
LUNA EXPRESS;contato@lunaexpress.com.br;PRESIDENTE-PRUDENTE;SP
LUXUS;sac@expressoluxus.com.br;PRESIDENTE-PRUDENTE;SP
METATRON;cotacao.b@metatronexpress.com.br;PRESIDENTE-PRUDENTE;SP
MONTONE;vendas2@transmontone.com.br;PRESIDENTE-PRUDENTE;SP
MOTIVA;comercial@motivatransportes.com.br;PRESIDENTE-PRUDENTE;SP
MVS -Transportes;mvstransportes@hotmail.com;PRESIDENTE-PRUDENTE;SP
NACIONAL Cargas;comercial@nacionalcargas.com;PRESIDENTE-PRUDENTE;SP
OSTEL;ostel@ostel.com.br;PRESIDENTE-PRUDENTE;SP
OVERLOG;comercial2@overlog.com.br;PRESIDENTE-PRUDENTE;SP
PAPALÉGUAS;sac@papaleguasencomendas.com.br;PRESIDENTE-PRUDENTE;SP
PERFECT SP;comercial1@perfectsp.com.br;PRESIDENTE-PRUDENTE;SP
POTENCIAL Cargas;comercial@potencialcargas.com.br;PRESIDENTE-PRUDENTE;SP
PRESSÁGIO;cotacao@expressopressagio.com.br;PRESIDENTE-PRUDENTE;SP
PRIMORDIAL Cargas;comercial@primordialcargas.com.br;PRESIDENTE-PRUDENTE;SP
PROGRESSO;cotacao@progressotransportes.com.br;PRESIDENTE-PRUDENTE;SP
R&M Transportes;comercial@rmlogisticasp.com.br;PRESIDENTE-PRUDENTE;SP
RD Expresslog;comercial3@rdexpresslog.com.br;PRESIDENTE-PRUDENTE;SP
REFERENCIAL;referencial@referencialtransportes.com.br;PRESIDENTE-PRUDENTE;SP
RFC Transportes;comercial@transportesrfc.com.br;PRESIDENTE-PRUDENTE;SP
RG Soluções Logísticas;comercialrgsolucoes@rgtransportes.com.br;PRESIDENTE-PRUDENTE;SP
RISPA;contato@rispatransportes.com.br;PRESIDENTE-PRUDENTE;SP
RLV LOG Express;cotacao@rlvlog.com.br;PRESIDENTE-PRUDENTE;SP
ROCHA ;comercial2@rochatransporte.com.br;PRESIDENTE-PRUDENTE;SP
SARON;cotacao@rapidosaron.com.br;PRESIDENTE-PRUDENTE;SP
SEGMA;comercial@segmatransporte.com.br;PRESIDENTE-PRUDENTE;SP
SONS Transportes;dayse.comercial@sonstransportes.com;PRESIDENTE-PRUDENTE;SP
SPMax;comercial@spmaxtransportes.com.br;PRESIDENTE-PRUDENTE;SP
STREET;comercial@streettransportes.com.br;PRESIDENTE-PRUDENTE;SP
SUED Logística;comercial@suedlogistica.com;PRESIDENTE-PRUDENTE;SP
TADEX;tadex@tadex.com.br;PRESIDENTE-PRUDENTE;SP
TESLLA;transportes@tesllalogistica.com;PRESIDENTE-PRUDENTE;SP
TFE ;contato@tfetransportes.com.br;PRESIDENTE-PRUDENTE;SP
TRAGA-Garcia São Carlos;cotacao@traga.com.br;PRESIDENTE-PRUDENTE;SP
TRANS DNL;comercial@transdnl.com.br;PRESIDENTE-PRUDENTE;SP
TRANSFACE;comercial.sp02@transface.com.br;PRESIDENTE-PRUDENTE;SP
TRANSITA;transita@transita.com.br;PRESIDENTE-PRUDENTE;SP
TRANSPALOTA;cotacao@transpalota.com.br;PRESIDENTE-PRUDENTE;SP
TRANSPEN Cargas;logistica@transpen.com.br;PRESIDENTE-PRUDENTE;SP
TRANSVOAR;comercial1@transvoar.com.br;PRESIDENTE-PRUDENTE;SP
TRAVEL EXPRESS;comercial@travelexpresslog.com.br;PRESIDENTE-PRUDENTE;SP
TUPILOG;cotacao@tupilog.com.br;PRESIDENTE-PRUDENTE;SP
VIA MUNDO;contato.transvias@viamundotransportes.com.br;PRESIDENTE-PRUDENTE;SP
VSJ Express;comercial@vsjexpress.com.br;PRESIDENTE-PRUDENTE;SP
WELL Rápido Well;cotacao@rapidowell.com.br;PRESIDENTE-PRUDENTE;SP
1ª AÇÃO Transportes;comercial@transportesacao.com.br;RIBEIRAO-PRETO;SP
3A Logística;comercial@3alt.com.br;RIBEIRAO-PRETO;SP
5 COMETAS;comercial2@5cometas.com.br;RIBEIRAO-PRETO;SP
A&M LOG Transportes;comercial@amlogtransportes.com.br;RIBEIRAO-PRETO;SP
ABEA Transportes;abeatransportes@abeatransportes.com.br;RIBEIRAO-PRETO;SP
ADESSO Transporte;cotacao@adessotransporte.com.br;RIBEIRAO-PRETO;SP
ADL Transportes;comercial@adllogistica.online;RIBEIRAO-PRETO;SP
AFINCO;comercial@afincotransportes.com.br;RIBEIRAO-PRETO;SP
AJ CARGO;comercial@ajcargo.com.br;RIBEIRAO-PRETO;SP
AKILOG;comercial.sp@aki.log.br;RIBEIRAO-PRETO;SP
ALIANÇA Cargas;comercial@1aliancacargas.com.br;RIBEIRAO-PRETO;SP
ALLIAN;comercial@alliantransportes.com.br;RIBEIRAO-PRETO;SP
ALLIEX;alianca@alliexlog.com.br;RIBEIRAO-PRETO;SP
ALPHATRANS;comercial@alphatranstransportadora.com.br;RIBEIRAO-PRETO;SP
ANDRADES L.L.;cotacao@andradestransportes.com.br;RIBEIRAO-PRETO;SP
ASTR Transportes;logistica@astrtransportes.com.br;RIBEIRAO-PRETO;SP
ATUEX;atuex@transatual.com.br;RIBEIRAO-PRETO;SP
AVANTE SP;comercial@avantelogistica.com.br;RIBEIRAO-PRETO;SP
AVIAT;comercial.sao@aviatcargo.com.br;RIBEIRAO-PRETO;SP
AVILOG Logística;comercial1@avilogtransportes.com.br;RIBEIRAO-PRETO;SP
AZ DE PRATA;comercial@azdepratatransportadora.com.br;RIBEIRAO-PRETO;SP
Alternativa Transportadora;fretes@alternativatransportadora.com.br;RIBEIRAO-PRETO;SP
BARONI;comercial02@baronitransportes.com.br;RIBEIRAO-PRETO;SP
BCLOG Express;bclog.beatriz@bclogexpress.com.br;RIBEIRAO-PRETO;SP
BRAEX Encomendas;comercialspo@braexencomendas.com.br;RIBEIRAO-PRETO;SP
BRAEX Logística;braex@braexlogistica.com.br;RIBEIRAO-PRETO;SP
BRASIL EXPRESS;cotacoes@brasilexpress.srv.br;RIBEIRAO-PRETO;SP
BRASÍLIA Encomendas;comercialbrasiliaencomendasspo@gmail.com;RIBEIRAO-PRETO;SP
CAMILLO dos SANTOS;sac01@camillodossantos.com.br;RIBEIRAO-PRETO;SP
CAMPINAS Rodoviário ;awa@rodoviariocampinas.com.br;RIBEIRAO-PRETO;SP
CARRION;reginaldo@carriontransportes.com.br;RIBEIRAO-PRETO;SP
CASH LOG;contato@cashlogistica.com.br;RIBEIRAO-PRETO;SP
CASTELO Rápido;cotacao@transportecastelo.com.br;RIBEIRAO-PRETO;SP
CFG Express;contato@cfgexpress.com.br;RIBEIRAO-PRETO;SP
CINCO R Transportes;cotacao@5rtransportes.com.br;RIBEIRAO-PRETO;SP
CLARA Transportes;leandro@claralogistica.com.br;RIBEIRAO-PRETO;SP
CM2 Transportes;cotacaosp@cm2.com.br;RIBEIRAO-PRETO;SP
COMPLETA Transportes;operacional@completatransportes.com.br;RIBEIRAO-PRETO;SP
CONTINENTE Cargas;comercial@continentecargas.com.br;RIBEIRAO-PRETO;SP
CORDIAL Cargas;comercial@cordialcargas.com.br;RIBEIRAO-PRETO;SP
DANUBIO AZUL;comercial-sao@danubioazulcargas.com.br;RIBEIRAO-PRETO;SP
DATA;andersonlima@datatransporte.com.br;RIBEIRAO-PRETO;SP
DEFINITIVA Logística;comercial@definitivalog.com.br;RIBEIRAO-PRETO;SP
DGS Logística;comercial@dgslogistica.com.br;RIBEIRAO-PRETO;SP
DHS Express;comercial2@dhsexpress.com.br;RIBEIRAO-PRETO;SP
DIA e NOITE;comercial@transportesdiaenoite.com.br;RIBEIRAO-PRETO;SP
DL Transporte & Logística;comercial1@dltransportessp.com.br;RIBEIRAO-PRETO;SP
DL3 LOG;comercial@dl3log.com.br;RIBEIRAO-PRETO;SP
DLK Transportes;comercial@dlktransportes.com.br;RIBEIRAO-PRETO;SP
ED LOG Transportes;comercial@edlogtransportes.com.br;RIBEIRAO-PRETO;SP
ED LOG Transportes;rosana@edlogtransportes.com.br;RIBEIRAO-PRETO;SP
EFITRANS;comercialsp@efitrans.com.br;RIBEIRAO-PRETO;SP
ET-Transportes;coletassp@etlog.com.br;RIBEIRAO-PRETO;SP
EUREKA;comercial.mtz@eurekatransportes.com.br;RIBEIRAO-PRETO;SP
EXPIDEX;comercial2@expidex.com.br;RIBEIRAO-PRETO;SP
Ebtrans Expresso Brasileiro;cotacao.spo@ebtrans.com.br;RIBEIRAO-PRETO;SP
FIEZA Cargas;comercial@fiezacargas.com.br;RIBEIRAO-PRETO;SP
FRANCA EXPRESS;francaexpress@francaexpress.com.br;RIBEIRAO-PRETO;SP
FRETEBR Cargas;cotacao@fretebr.net.br;RIBEIRAO-PRETO;SP
FRETELOG;comercial@fretelogtransportes.com.br;RIBEIRAO-PRETO;SP
FUTURA LOG;cotacao@futuralog.com.br;RIBEIRAO-PRETO;SP
GAMPER;cotacaosp@transgamper.com.br;RIBEIRAO-PRETO;SP
GRIDLOG;comercial.sp@gridlog.com.br;RIBEIRAO-PRETO;SP
GUIEX;comercial@guiextransportes.com;RIBEIRAO-PRETO;SP
HAPPENING;fabio@happening.com.br;RIBEIRAO-PRETO;SP
HERVI;claudia@hervi.com.br;RIBEIRAO-PRETO;SP
IDEAL Cargas SP;comercial5@idealcargas.com;RIBEIRAO-PRETO;SP
IMPAKTO;comercial.sp@impaktotransportes.com.br;RIBEIRAO-PRETO;SP
IMPÉRIO Logística;comercial@imperiologistica.com.br;RIBEIRAO-PRETO;SP
ITAPIRENSE-BERTINI;mbuenom@terra.com.br;RIBEIRAO-PRETO;SP
J&C;transportesjc366@gmail.com;RIBEIRAO-PRETO;SP
JAK LOG;expressojaklogcotacoes@hotmail.com;RIBEIRAO-PRETO;SP
JEM;cotacao@dfltransportes.com.br;RIBEIRAO-PRETO;SP
JJ2000 Transportes;saopaulo@jj2000.com.br;RIBEIRAO-PRETO;SP
JM TRANSPORTES;jm.gerenciasp@jmtransporte.com.br;RIBEIRAO-PRETO;SP
JOLEEMIX;expedicaosp2@jolee.com.br;RIBEIRAO-PRETO;SP
JT Transportes;walquiria@jttransportes.com.br;RIBEIRAO-PRETO;SP
JULIA Transportes;cotacao@juliatransportes.com.br;RIBEIRAO-PRETO;SP
KAFENY;kafeny@kafenytransportes.com.br;RIBEIRAO-PRETO;SP
L&A Transportes;operacional@latranslog.com.br;RIBEIRAO-PRETO;SP
LAURIMAR;comercial@laurimar.com.br;RIBEIRAO-PRETO;SP
LDJ Logística;ldjsaopaulo@ldjlogistica.com.br;RIBEIRAO-PRETO;SP
LEADERSHIP FREIGHT;sao@lfgex.com;RIBEIRAO-PRETO;SP
LEOFRAN;comercial.sp@leofran.com.br;RIBEIRAO-PRETO;SP
LGS Logística;comercial@lgslogistica.com.br;RIBEIRAO-PRETO;SP
LILOG Rodoaéreo;cotacao01@lilog.com.br;RIBEIRAO-PRETO;SP
LIMA Express;comercial1@lslimaexpress.com.br;RIBEIRAO-PRETO;SP
LOGISTAR;comercial@logistarlog.com.br;RIBEIRAO-PRETO;SP
LOGMED;contato@logmed.net;RIBEIRAO-PRETO;SP
LUKS PRESS;comercial@lukspresstransportes.com.br;RIBEIRAO-PRETO;SP
LUNA EXPRESS;contato@lunaexpress.com.br;RIBEIRAO-PRETO;SP
LUXUS;sac@expressoluxus.com.br;RIBEIRAO-PRETO;SP
METATRON;cotacao.b@metatronexpress.com.br;RIBEIRAO-PRETO;SP
MODULAR;comercialsp@modular.com.br;RIBEIRAO-PRETO;SP
MONTANTTE;montantte@montanttetransportes.com.br;RIBEIRAO-PRETO;SP
MONTCAR Expresso;saopaulo@expressomontcar.com.br;RIBEIRAO-PRETO;SP
MONTONE;vendas2@transmontone.com.br;RIBEIRAO-PRETO;SP
MOTIVA;comercial@motivatransportes.com.br;RIBEIRAO-PRETO;SP
MVS -Transportes;mvstransportes@hotmail.com;RIBEIRAO-PRETO;SP
NACIONAL Cargas;comercial@nacionalcargas.com;RIBEIRAO-PRETO;SP
NOVA BRASÍLIA;comercial@tnb.com.br;RIBEIRAO-PRETO;SP
NR Express;comercial@nrexpress.com.br;RIBEIRAO-PRETO;SP
OSTEL;ostel@ostel.com.br;RIBEIRAO-PRETO;SP
OVERLOG;comercial2@overlog.com.br;RIBEIRAO-PRETO;SP
PAPALÉGUAS;sac@papaleguasencomendas.com.br;RIBEIRAO-PRETO;SP
PERFECT SP;comercial1@perfectsp.com.br;RIBEIRAO-PRETO;SP
POTENCIAL Cargas;comercial@potencialcargas.com.br;RIBEIRAO-PRETO;SP
PRESSÁGIO;cotacao@expressopressagio.com.br;RIBEIRAO-PRETO;SP
PRIMORDIAL Cargas;comercial@primordialcargas.com.br;RIBEIRAO-PRETO;SP
PROGRESSO;cotacao@progressotransportes.com.br;RIBEIRAO-PRETO;SP
QUALY TRANS;marcos@qualytrans.net;RIBEIRAO-PRETO;SP
R&J Transportes;cotacao@rjtransportes.com.br;RIBEIRAO-PRETO;SP
R&M Transportes;comercial@rmlogisticasp.com.br;RIBEIRAO-PRETO;SP
RD Expresslog;comercial3@rdexpresslog.com.br;RIBEIRAO-PRETO;SP
REFERENCIAL;referencial@referencialtransportes.com.br;RIBEIRAO-PRETO;SP
RFC Transportes;comercial@transportesrfc.com.br;RIBEIRAO-PRETO;SP
RG Soluções Logísticas;comercialrgsolucoes@rgtransportes.com.br;RIBEIRAO-PRETO;SP
RHADASSA LOG;comercial@rhadassalog.com.br;RIBEIRAO-PRETO;SP
RISPA;contato@rispatransportes.com.br;RIBEIRAO-PRETO;SP
RLV LOG Express;cotacao@rlvlog.com.br;RIBEIRAO-PRETO;SP
ROCHA ;comercial2@rochatransporte.com.br;RIBEIRAO-PRETO;SP
RODOCERTO;assistente.comercial@rodocerto.com.br;RIBEIRAO-PRETO;SP
RODOJUNIOR;rodojunior@pocos-net.com.br;RIBEIRAO-PRETO;SP
RODUART;atendimento@roduart.com.br;RIBEIRAO-PRETO;SP
ROMERA;l.expressoromera@ig.com.br;RIBEIRAO-PRETO;SP
SANTA LUZIA;atendimento@expressosantaluzia.com.br;RIBEIRAO-PRETO;SP
SARON;cotacao@rapidosaron.com.br;RIBEIRAO-PRETO;SP
SCARPATO;scarpatope@uol.com.br;RIBEIRAO-PRETO;SP
SEGMA;comercial@segmatransporte.com.br;RIBEIRAO-PRETO;SP
SJLOG Transportes;comercial@sjlogtransportes.com.br;RIBEIRAO-PRETO;SP
SONS Transportes;dayse.comercial@sonstransportes.com;RIBEIRAO-PRETO;SP
SPMax;comercial@spmaxtransportes.com.br;RIBEIRAO-PRETO;SP
STREET;comercial@streettransportes.com.br;RIBEIRAO-PRETO;SP
SUED Logística;comercial@suedlogistica.com;RIBEIRAO-PRETO;SP
TADEX;tadex@tadex.com.br;RIBEIRAO-PRETO;SP
TB CARGO;brunno@tbcargo.com.br;RIBEIRAO-PRETO;SP
TESLLA;transportes@tesllalogistica.com;RIBEIRAO-PRETO;SP
TFE ;contato@tfetransportes.com.br;RIBEIRAO-PRETO;SP
TRAGA-Garcia São Carlos;cotacao@traga.com.br;RIBEIRAO-PRETO;SP
TRANS DNL;comercial@transdnl.com.br;RIBEIRAO-PRETO;SP
TRANSCARGA São Carlos;ttsp@terra.com.br;RIBEIRAO-PRETO;SP
TRANSCHICÃO;coleta@transchicao.com.br;RIBEIRAO-PRETO;SP
TRANSDEL LOG;fabricio.comercial@transdel.net;RIBEIRAO-PRETO;SP
TRANSFACE;comercial.sp02@transface.com.br;RIBEIRAO-PRETO;SP
TRANSITA;transita@transita.com.br;RIBEIRAO-PRETO;SP
TRANSLOGAALMEIDA;translogoaalmeidasp@gmail.com;RIBEIRAO-PRETO;SP
TRANSOUZA;transouzasp@hotmail.com;RIBEIRAO-PRETO;SP
TRANSPALOTA;cotacao@transpalota.com.br;RIBEIRAO-PRETO;SP
TRANSPAULA;comercial@transpaula.com.br;RIBEIRAO-PRETO;SP
TRANSPAULISTANA SP;transpaulistana.sp@hotmail.com;RIBEIRAO-PRETO;SP
TRANSPEN Cargas;logistica@transpen.com.br;RIBEIRAO-PRETO;SP
TRANSR Sorocaba;contato@transrsorocaba.com.br;RIBEIRAO-PRETO;SP
TRANSVOAR;comercial1@transvoar.com.br;RIBEIRAO-PRETO;SP
TRANSWELL'S;transwells@transwells.com.br;RIBEIRAO-PRETO;SP
TRANSZECÃO;coleta@transzecao.com.br;RIBEIRAO-PRETO;SP
TRAVEL EXPRESS;comercial@travelexpresslog.com.br;RIBEIRAO-PRETO;SP
TRNLOG Rodoviário Nasa;thais@trnlog.com.br;RIBEIRAO-PRETO;SP
TRUCKS Transportes;contato@ricardotruck.com.br;RIBEIRAO-PRETO;SP
TUPILOG;cotacao@tupilog.com.br;RIBEIRAO-PRETO;SP
VIA MUNDO;contato.transvias@viamundotransportes.com.br;RIBEIRAO-PRETO;SP
VIA SP Transporte;venancioweriton@gmail.com;RIBEIRAO-PRETO;SP
VSJ Express;comercial@vsjexpress.com.br;RIBEIRAO-PRETO;SP
WELL Rápido Well;cotacao@rapidowell.com.br;RIBEIRAO-PRETO;SP
1ª AÇÃO Transportes;comercial@transportesacao.com.br;RIO-CLARO;SP
5 COMETAS;comercial2@5cometas.com.br;RIO-CLARO;SP
A&M LOG Transportes;comercial@amlogtransportes.com.br;RIO-CLARO;SP
ABEA Transportes;abeatransportes@abeatransportes.com.br;RIO-CLARO;SP
ADESSO Transporte;cotacao@adessotransporte.com.br;RIO-CLARO;SP
ADL Transportes;comercial@adllogistica.online;RIO-CLARO;SP
AFINCO;comercial@afincotransportes.com.br;RIO-CLARO;SP
AKILOG;comercial.sp@aki.log.br;RIO-CLARO;SP
ALIANÇA Cargas;comercial@1aliancacargas.com.br;RIO-CLARO;SP
ALLIAN;comercial@alliantransportes.com.br;RIO-CLARO;SP
ALPHATRANS;comercial@alphatranstransportadora.com.br;RIO-CLARO;SP
ANDRADES L.L.;cotacao@andradestransportes.com.br;RIO-CLARO;SP
ATUEX;atuex@transatual.com.br;RIO-CLARO;SP
AVANTE SP;comercial@avantelogistica.com.br;RIO-CLARO;SP
AVIAT;comercial.sao@aviatcargo.com.br;RIO-CLARO;SP
AVILOG Logística;comercial1@avilogtransportes.com.br;RIO-CLARO;SP
AZ DE PRATA;comercial@azdepratatransportadora.com.br;RIO-CLARO;SP
Alternativa Transportadora;fretes@alternativatransportadora.com.br;RIO-CLARO;SP
BCLOG Express;bclog.beatriz@bclogexpress.com.br;RIO-CLARO;SP
BRAEX Logística;braex@braexlogistica.com.br;RIO-CLARO;SP
BRASIL EXPRESS;cotacoes@brasilexpress.srv.br;RIO-CLARO;SP
CAMILLO dos SANTOS;sac01@camillodossantos.com.br;RIO-CLARO;SP
CASH LOG;contato@cashlogistica.com.br;RIO-CLARO;SP
CASTELO Rápido;cotacao@transportecastelo.com.br;RIO-CLARO;SP
CFG Express;contato@cfgexpress.com.br;RIO-CLARO;SP
CINCO R Transportes;cotacao@5rtransportes.com.br;RIO-CLARO;SP
CM2 Transportes;cotacaosp@cm2.com.br;RIO-CLARO;SP
CONTINENTE Cargas;comercial@continentecargas.com.br;RIO-CLARO;SP
CORDIAL Cargas;comercial@cordialcargas.com.br;RIO-CLARO;SP
DANUBIO AZUL;comercial-sao@danubioazulcargas.com.br;RIO-CLARO;SP
DATA;andersonlima@datatransporte.com.br;RIO-CLARO;SP
DHS Express;comercial2@dhsexpress.com.br;RIO-CLARO;SP
DIA e NOITE;comercial@transportesdiaenoite.com.br;RIO-CLARO;SP
DL Transporte & Logística;comercial1@dltransportessp.com.br;RIO-CLARO;SP
DL3 LOG;comercial@dl3log.com.br;RIO-CLARO;SP
ED LOG Transportes;comercial@edlogtransportes.com.br;RIO-CLARO;SP
EUREKA;comercial.mtz@eurekatransportes.com.br;RIO-CLARO;SP
EXPIDEX;comercial2@expidex.com.br;RIO-CLARO;SP
Ebtrans Expresso Brasileiro;cotacao.spo@ebtrans.com.br;RIO-CLARO;SP
FIEZA Cargas;comercial@fiezacargas.com.br;RIO-CLARO;SP
FRETEBR Cargas;cotacao@fretebr.net.br;RIO-CLARO;SP
FRETELOG;comercial@fretelogtransportes.com.br;RIO-CLARO;SP
GRIDLOG;comercial.sp@gridlog.com.br;RIO-CLARO;SP
GUIEX;comercial@guiextransportes.com;RIO-CLARO;SP
HAPPENING;fabio@happening.com.br;RIO-CLARO;SP
HERVI;claudia@hervi.com.br;RIO-CLARO;SP
IDEAL Cargas SP;comercial5@idealcargas.com;RIO-CLARO;SP
IMPAKTO;comercial.sp@impaktotransportes.com.br;RIO-CLARO;SP
IMPÉRIO Logística;comercial@imperiologistica.com.br;RIO-CLARO;SP
J&C;transportesjc366@gmail.com;RIO-CLARO;SP
JAK LOG;expressojaklogcotacoes@hotmail.com;RIO-CLARO;SP
JT Transportes;walquiria@jttransportes.com.br;RIO-CLARO;SP
JULIA Transportes;cotacao@juliatransportes.com.br;RIO-CLARO;SP
LEADERSHIP FREIGHT;sao@lfgex.com;RIO-CLARO;SP
LEOFRAN;comercial.sp@leofran.com.br;RIO-CLARO;SP
LIMA Express;comercial1@lslimaexpress.com.br;RIO-CLARO;SP
LOGISTAR;comercial@logistarlog.com.br;RIO-CLARO;SP
LOGMED;contato@logmed.net;RIO-CLARO;SP
LUNA EXPRESS;contato@lunaexpress.com.br;RIO-CLARO;SP
LUXUS;sac@expressoluxus.com.br;RIO-CLARO;SP
METATRON;cotacao.b@metatronexpress.com.br;RIO-CLARO;SP
MONTONE;vendas2@transmontone.com.br;RIO-CLARO;SP
MOTIVA;comercial@motivatransportes.com.br;RIO-CLARO;SP
MVS -Transportes;mvstransportes@hotmail.com;RIO-CLARO;SP
NACIONAL Cargas;comercial@nacionalcargas.com;RIO-CLARO;SP
OSTEL;ostel@ostel.com.br;RIO-CLARO;SP
OVERLOG;comercial2@overlog.com.br;RIO-CLARO;SP
PAPALÉGUAS;sac@papaleguasencomendas.com.br;RIO-CLARO;SP
PERFECT SP;comercial1@perfectsp.com.br;RIO-CLARO;SP
POTENCIAL Cargas;comercial@potencialcargas.com.br;RIO-CLARO;SP
PRESSÁGIO;cotacao@expressopressagio.com.br;RIO-CLARO;SP
PRIMORDIAL Cargas;comercial@primordialcargas.com.br;RIO-CLARO;SP
PROGRESSO;cotacao@progressotransportes.com.br;RIO-CLARO;SP
RD Expresslog;comercial3@rdexpresslog.com.br;RIO-CLARO;SP
REFERENCIAL;referencial@referencialtransportes.com.br;RIO-CLARO;SP
RFC Transportes;comercial@transportesrfc.com.br;RIO-CLARO;SP
RG Soluções Logísticas;comercialrgsolucoes@rgtransportes.com.br;RIO-CLARO;SP
RISPA;contato@rispatransportes.com.br;RIO-CLARO;SP
RLV LOG Express;cotacao@rlvlog.com.br;RIO-CLARO;SP
ROCHA ;comercial2@rochatransporte.com.br;RIO-CLARO;SP
SARON;cotacao@rapidosaron.com.br;RIO-CLARO;SP
SEGMA;comercial@segmatransporte.com.br;RIO-CLARO;SP
SONS Transportes;dayse.comercial@sonstransportes.com;RIO-CLARO;SP
SPMax;comercial@spmaxtransportes.com.br;RIO-CLARO;SP
SUED Logística;comercial@suedlogistica.com;RIO-CLARO;SP
TADEX;tadex@tadex.com.br;RIO-CLARO;SP
TESLLA;transportes@tesllalogistica.com;RIO-CLARO;SP
TFE ;contato@tfetransportes.com.br;RIO-CLARO;SP
TRAGA-Garcia São Carlos;cotacao@traga.com.br;RIO-CLARO;SP
TRANS DNL;comercial@transdnl.com.br;RIO-CLARO;SP
TRANSFACE;comercial.sp02@transface.com.br;RIO-CLARO;SP
TRANSPALOTA;cotacao@transpalota.com.br;RIO-CLARO;SP
TRANSPEN Cargas;logistica@transpen.com.br;RIO-CLARO;SP
TRANSVOAR;comercial1@transvoar.com.br;RIO-CLARO;SP
TRAVEL EXPRESS;comercial@travelexpresslog.com.br;RIO-CLARO;SP
TUPILOG;cotacao@tupilog.com.br;RIO-CLARO;SP
VIA MUNDO;contato.transvias@viamundotransportes.com.br;RIO-CLARO;SP
VSJ Express;comercial@vsjexpress.com.br;RIO-CLARO;SP
WELL Rápido Well;cotacao@rapidowell.com.br;RIO-CLARO;SP
1ª AÇÃO Transportes;comercial@transportesacao.com.br;SANTOS;SP
3A Logística;comercial@3alt.com.br;SANTOS;SP
5 COMETAS;comercial2@5cometas.com.br;SANTOS;SP
A&M LOG Transportes;comercial@amlogtransportes.com.br;SANTOS;SP
ABEA Transportes;abeatransportes@abeatransportes.com.br;SANTOS;SP
ADESSO Transporte;cotacao@adessotransporte.com.br;SANTOS;SP
ADL Transportes;comercial@adllogistica.online;SANTOS;SP
AFINCO;comercial@afincotransportes.com.br;SANTOS;SP
AJ CARGO;comercial@ajcargo.com.br;SANTOS;SP
AKILOG;comercial.sp@aki.log.br;SANTOS;SP
ALFA CARGAS ;comercial@alfacargas.com.br;SANTOS;SP
ALIANÇA Cargas;comercial@1aliancacargas.com.br;SANTOS;SP
ALLIAN;comercial@alliantransportes.com.br;SANTOS;SP
ALLIEX;alianca@alliexlog.com.br;SANTOS;SP
ALPHATRANS;comercial@alphatranstransportadora.com.br;SANTOS;SP
ANDRADES L.L.;cotacao@andradestransportes.com.br;SANTOS;SP
ASTR Transportes;logistica@astrtransportes.com.br;SANTOS;SP
ATUEX;atuex@transatual.com.br;SANTOS;SP
AVANTE SP;comercial@avantelogistica.com.br;SANTOS;SP
AVIAT;comercial.sao@aviatcargo.com.br;SANTOS;SP
AVILOG Logística;comercial1@avilogtransportes.com.br;SANTOS;SP
AZ DE PRATA;comercial@azdepratatransportadora.com.br;SANTOS;SP
Alternativa Transportadora;fretes@alternativatransportadora.com.br;SANTOS;SP
BARONI;comercial02@baronitransportes.com.br;SANTOS;SP
BCLOG Express;bclog.beatriz@bclogexpress.com.br;SANTOS;SP
BRAEX Encomedas;comercialspo@braexencomendas.com.br;SANTOS;SP
BRAEX Logística;braex@braexlogistica.com.br;SANTOS;SP
BRASIL EXPRESS;cotacoes@brasilexpress.srv.br;SANTOS;SP
BRASÍLIA Encomendas;comercialbrasiliaencomendasspo@gmail.com;SANTOS;SP
CAMILLO dos SANTOS;sac01@camillodossantos.com.br;SANTOS;SP
